| Id   | rarityScore | Name                     | Body           | Accessory      | Background        | Hair                | Mask            | Weapon                  | Cloth                |
| 5135 | 256.06      |                          | Human M2       |                | Yellow            | Icy Spikes          |                 | Grenade Launcher Breeze | Gardener Apron       |
| 5308 | 256.06      |                          | Human T3       |                | Ionic Purple      | Green Headband Hair |                 | Ion Rifle Breeze        | Medical Uniform      |
| 108  | 256.03      |                          | Human M4       |                | Ionic Green       | Green Headband Hair |                 | Toy Gun Breeze          | Airman Jacket        |
| 3081 | 256.02      |                          | Human T2       |                | Magenta           | Blue Aviator        |                 | Water Gun Breeze        | Punk Suit            |
| 4903 | 255.91      |                          | Human T1       |                | Ionic Green       | Icy Spikes          |                 | Water Gun Breeze        | Assassin Unifrom     |
| 3907 | 255.77      |                          | Human T2       | Dark Lightning | Purple            | Silver Streak       |                 | Sniper Breeze           | Zero Arm Suit        |
| 257  | 255.77      |                          | Human T5       |                | Ionic Brown       | Green Headband Hair |                 | Grenade Launcher Breeze | Assassin Unifrom     |
| 3658 | 255.57      |                          | Human M1       |                | Dark Green        | Icy Spikes          |                 | Modern Shotgun Breeze   | Varonve Sweater      |
| 3761 | 255.48      |                          | Human M1       |                | Ionic Yellow      | Braided White Band  |                 | Toy Gun Breeze          | Camouflage Suit      |
| 4355 | 255.29      |                          | Human M1       |                | Purple            | Metal Implant       |                 | Toy Gun Breeze          | Air Support Suit     |
| 1659 | 255.16      |                          | Human T4       |                | Ionic Blue        | Braided Orange Band |                 | Water Gun Breeze        | Surfer Jacket        |
| 148  | 255.1       |                          | Human M1       |                | Yellow            | Scarlet Locks       |                 | Soldier Rifle Breeze    | Base Guard           |
| 4186 | 255.1       |                          | Human M3       |                | Yellow            | Flame Hair          |                 | Grenade Launcher Breeze | Varonve Sweater      |
| 4640 | 254.81      |                          | Human T1       |                | Ionic Matte Green | Dark Waves          |                 | Grenade Launcher Breeze | Majestic Suit        |
| 4819 | 254.79      |                          | Human M1       | Blue Night     | Ionic Yellow      | Grey Mane           |                 | Ion Rifle Breeze        | Gladiator Armor      |
| 3269 | 254.65      |                          | Human M2       |                | Magenta           | Brown Mess          |                 | Laser Gun Breeze        | Space Suit           |
| 4108 | 254.53      |                          | Human T1       |                | Dark Green        | Green Gradient      |                 | Grenade Launcher Breeze | Surfer Jacket        |
| 3177 | 254.46      |                          | Human M0       |                | Ionic Pink        | Shadow Bun          |                 | Soldier Rifle Breeze    | Gardener Apron       |
